Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Nuclei_Texture_InverseDifferenceMoment_Actin_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,Actin,447
Nuclei_Texture_InfoMeas1_Mitochondria_3_03_256,0.0,Nuclei,Texture,InfoMeas1,Mitochondria,448
Nuclei_RadialDistribution_MeanFrac_PM_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,PM,449
Cells_Texture_InfoMeas2_PM_3_03_256,0.0,Cells,Texture,InfoMeas2,PM,450
Cytoplasm_Intensity_IntegratedIntensityEdge_Hoechst,0.0,Cytoplasm,Intensity,IntegratedIntensityEdge,Hoechst,451
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,452
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_7_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,453
Nuclei_Texture_Contrast_ER_3_01_256,0.0,Nuclei,Texture,Contrast,ER,454
Nuclei_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,455
Nuclei_Correlation_RWC_PM_Hoechst,0.0,Nuclei,Correlation,RWC,PM,456
Cytoplasm_Texture_Contrast_ER_3_01_256,0.0,Cytoplasm,Texture,Contrast,ER,457
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,458
Nuclei_Texture_Correlation_ER_3_03_256,0.0,Nuclei,Texture,Correlation,ER,459
Cells_Correlation_RWC_Actin_Mitochondria,0.0,Cells,Correlation,RWC,Actin,460
Cytoplasm_RadialDistribution_FracAtD_ER_2of4,0.0,Cytoplasm,RadialDistribution,FracAtD,ER,461
Cytoplasm_Texture_Correlation_Mitochondria_3_02_256,0.0,Cytoplasm,Texture,Correlation,Mitochondria,462
Nuclei_Correlation_Correlation_Hoechst_Mitochondria,0.0,Nuclei,Correlation,Correlation,Hoechst,463
Nuclei_Texture_AngularSecondMoment_ER_3_01_256,0.0,Nuclei,Texture,AngularSecondMoment,ER,464
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_00_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,465
Cytoplasm_RadialDistribution_FracAtD_Actin_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,466
Cytoplasm_Texture_DifferenceEntropy_Actin_3_00_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Actin,467
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,468
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,469
Nuclei_Intensity_StdIntensityEdge_Actin,0.0,Nuclei,Intensity,StdIntensityEdge,Actin,470
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_01_256,0.0,Cytoplasm,Texture,InverseDifferenceMoment,Mitochondria,471
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_1of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,472
Cytoplasm_Texture_SumAverage_Hoechst_3_01_256,0.0,Cytoplasm,Texture,SumAverage,Hoechst,473
Cytoplasm_Texture_InfoMeas2_Hoechst_3_03_256,0.0,Cytoplasm,Texture,InfoMeas2,Hoechst,474
Cytoplasm_RadialDistribution_FracAtD_PM_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,475
Nuclei_Intensity_StdIntensityEdge_Hoechst,0.0,Nuclei,Intensity,StdIntensityEdge,Hoechst,476
Nuclei_RadialDistribution_ZernikeMagnitude_PM_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,477
Cytoplasm_Intensity_MaxIntensityEdge_Mitochondria,0.0,Cytoplasm,Intensity,MaxIntensityEdge,Mitochondria,478
Nuclei_Texture_InfoMeas2_Mitochondria_3_01_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,479
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,480
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,481
Cytoplasm_Texture_Correlation_ER_3_01_256,0.0,Cytoplasm,Texture,Correlation,ER,482
Cytoplasm_Correlation_Correlation_Actin_Hoechst,0.0,Cytoplasm,Correlation,Correlation,Actin,483
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_6_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,484
Cytoplasm_Intensity_MaxIntensity_Hoechst,0.0,Cytoplasm,Intensity,MaxIntensity,Hoechst,485
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,486
Nuclei_AreaShape_Zernike_6_0,0.0,Nuclei,AreaShape,Zernike,6,487
Cells_RadialDistribution_ZernikeMagnitude_PM_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,488
Cytoplasm_Texture_InfoMeas1_Hoechst_3_02_256,0.0,Cytoplasm,Texture,InfoMeas1,Hoechst,489
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_9_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,490
Cells_Texture_AngularSecondMoment_Hoechst_3_00_256,0.0,Cells,Texture,AngularSecondMoment,Hoechst,491
Nuclei_Intensity_IntegratedIntensity_ER,0.0,Nuclei,Intensity,IntegratedIntensity,ER,492
Cells_RadialDistribution_FracAtD_Hoechst_2of4,0.0,Cells,RadialDistribution,FracAtD,Hoechst,493
Cytoplasm_Texture_Contrast_ER_3_02_256,0.0,Cytoplasm,Texture,Contrast,ER,494
Nuclei_Texture_Correlation_Hoechst_3_01_256,0.0,Nuclei,Texture,Correlation,Hoechst,495
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,496
Cells_RadialDistribution_FracAtD_Mitochondria_3of4,0.0,Cells,RadialDistribution,FracAtD,Mitochondria,497
Nuclei_Intensity_StdIntensityEdge_PM,0.0,Nuclei,Intensity,StdIntensityEdge,PM,498
Nuclei_Correlation_K_Mitochondria_Hoechst,0.0,Nuclei,Correlation,K,Mitochondria,499
Nuclei_Intensity_MADIntensity_ER,0.0,Nuclei,Intensity,MADIntensity,ER,500
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,501
Nuclei_RadialDistribution_RadialCV_Hoechst_2of4,0.0,Nuclei,RadialDistribution,RadialCV,Hoechst,502
Cells_RadialDistribution_FracAtD_ER_3of4,0.0,Cells,RadialDistribution,FracAtD,ER,503
Nuclei_Texture_InverseDifferenceMoment_Actin_3_02_256,0.0,Nuclei,Texture,InverseDifferenceMoment,Actin,504
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,505
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,506
Cells_RadialDistribution_FracAtD_Mitochondria_2of4,0.0,Cells,RadialDistribution,FracAtD,Mitochondria,507
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,508
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256,0.0,Cytoplasm,Texture,InfoMeas1,Hoechst,509
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Mitochondria,510
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_8_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,511
Nuclei_RadialDistribution_ZernikeMagnitude_ER_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,512
Cells_Intensity_MeanIntensityEdge_Hoechst,0.0,Cells,Intensity,MeanIntensityEdge,Hoechst,513
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,514
Cells_RadialDistribution_ZernikeMagnitude_PM_8_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,515
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,516
Nuclei_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,Nuclei,RadialDistribution,MeanFrac,Hoechst,517
Nuclei_Intensity_MADIntensity_PM,0.0,Nuclei,Intensity,MADIntensity,PM,518
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_9_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,519
Nuclei_Intensity_MaxIntensityEdge_ER,0.0,Nuclei,Intensity,MaxIntensityEdge,ER,520
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,521
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,522
Cells_AreaShape_Zernike_9_3,0.0,Cells,AreaShape,Zernike,9,523
Cells_AreaShape_Eccentricity,0.0,Cells,AreaShape,Eccentricity,,524
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Hoechst,525
Nuclei_Texture_SumVariance_Hoechst_3_01_256,0.0,Nuclei,Texture,SumVariance,Hoechst,526
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,527
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,528
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,529
Nuclei_Intensity_LowerQuartileIntensity_ER,0.0,Nuclei,Intensity,LowerQuartileIntensity,ER,530
Nuclei_Texture_Correlation_Hoechst_3_03_256,0.0,Nuclei,Texture,Correlation,Hoechst,531
Cells_Texture_Correlation_Hoechst_3_00_256,0.0,Cells,Texture,Correlation,Hoechst,532
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,533
Nuclei_RadialDistribution_RadialCV_Actin_3of4,0.0,Nuclei,RadialDistribution,RadialCV,Actin,534
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,0.0,Cytoplasm,Texture,InverseDifferenceMoment,Mitochondria,535
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,536
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,537
Nuclei_Granularity_1_Hoechst,0.0,Nuclei,Granularity,1,Hoechst,538
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_9,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,539
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,540
Nuclei_Texture_Correlation_Actin_3_02_256,0.0,Nuclei,Texture,Correlation,Actin,541
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,542
Nuclei_Texture_Contrast_ER_3_00_256,0.0,Nuclei,Texture,Contrast,ER,543
Cells_Intensity_MassDisplacement_Hoechst,0.0,Cells,Intensity,MassDisplacement,Hoechst,544
Nuclei_RadialDistribution_MeanFrac_Actin_2of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,545
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,546
Nuclei_AreaShape_Zernike_9_1,0.0,Nuclei,AreaShape,Zernike,9,547
Cytoplasm_Texture_Correlation_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,Correlation,Mitochondria,548
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,549
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,550
Cytoplasm_Correlation_RWC_ER_PM,0.0,Cytoplasm,Correlation,RWC,ER,551
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,0.0,Cytoplasm,Texture,InfoMeas2,ER,552
Cells_Texture_InfoMeas2_Mitochondria_3_01_256,0.0,Cells,Texture,InfoMeas2,Mitochondria,553
Nuclei_AreaShape_FormFactor,0.0,Nuclei,AreaShape,FormFactor,,554
Nuclei_Texture_Contrast_ER_3_03_256,0.0,Nuclei,Texture,Contrast,ER,555
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_4_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,556
Nuclei_Intensity_MinIntensityEdge_ER,0.0,Nuclei,Intensity,MinIntensityEdge,ER,557
Nuclei_RadialDistribution_ZernikeMagnitude_PM_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,558
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,559
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_3_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,560
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,561
Cells_RadialDistribution_ZernikeMagnitude_PM_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,562
Nuclei_Intensity_MassDisplacement_Actin,0.0,Nuclei,Intensity,MassDisplacement,Actin,563
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_4_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,564
Cells_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,Cells,RadialDistribution,MeanFrac,Hoechst,565
Cells_Texture_InfoMeas1_Actin_3_02_256,0.0,Cells,Texture,InfoMeas1,Actin,566
Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,567
Cells_RadialDistribution_MeanFrac_PM_1of4,0.0,Cells,RadialDistribution,MeanFrac,PM,568
Nuclei_RadialDistribution_ZernikeMagnitude_PM_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,569
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,570
Nuclei_RadialDistribution_RadialCV_Hoechst_3of4,0.0,Nuclei,RadialDistribution,RadialCV,Hoechst,571
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_5_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,572
Cytoplasm_Intensity_StdIntensityEdge_Hoechst,0.0,Cytoplasm,Intensity,StdIntensityEdge,Hoechst,573
Cytoplasm_Texture_InfoMeas2_Hoechst_3_01_256,0.0,Cytoplasm,Texture,InfoMeas2,Hoechst,574
Nuclei_AreaShape_Zernike_5_3,0.0,Nuclei,AreaShape,Zernike,5,575
Cytoplasm_Texture_InfoMeas1_ER_3_03_256,0.0,Cytoplasm,Texture,InfoMeas1,ER,576
Nuclei_Intensity_LowerQuartileIntensity_PM,0.0,Nuclei,Intensity,LowerQuartileIntensity,PM,577
Cytoplasm_AreaShape_Zernike_4_2,0.0,Cytoplasm,AreaShape,Zernike,4,578
Cytoplasm_Texture_Correlation_ER_3_03_256,0.0,Cytoplasm,Texture,Correlation,ER,579
Nuclei_RadialDistribution_ZernikeMagnitude_ER_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,580
Cells_RadialDistribution_ZernikeMagnitude_Actin_6_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,581
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,582
Nuclei_AreaShape_Zernike_3_1,0.0,Nuclei,AreaShape,Zernike,3,583
Cytoplasm_Texture_Entropy_ER_3_00_256,0.0,Cytoplasm,Texture,Entropy,ER,584
Nuclei_Texture_SumVariance_Actin_3_01_256,0.0,Nuclei,Texture,SumVariance,Actin,585
Nuclei_Texture_SumVariance_ER_3_01_256,0.0,Nuclei,Texture,SumVariance,ER,586
Cells_RadialDistribution_RadialCV_Hoechst_3of4,0.0,Cells,RadialDistribution,RadialCV,Hoechst,587
Cells_Correlation_Correlation_Hoechst_Mitochondria,0.0,Cells,Correlation,Correlation,Hoechst,588
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_5_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,589
Cytoplasm_Texture_Contrast_Hoechst_3_03_256,0.0,Cytoplasm,Texture,Contrast,Hoechst,590
Cells_RadialDistribution_ZernikeMagnitude_ER_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,591
Cells_Intensity_MaxIntensityEdge_Hoechst,0.0,Cells,Intensity,MaxIntensityEdge,Hoechst,592
Cells_Intensity_StdIntensityEdge_PM,0.0,Cells,Intensity,StdIntensityEdge,PM,593
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,594
Cytoplasm_Intensity_MADIntensity_Hoechst,0.0,Cytoplasm,Intensity,MADIntensity,Hoechst,595
Nuclei_Intensity_MADIntensity_Actin,0.0,Nuclei,Intensity,MADIntensity,Actin,596
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,Mitochondria,597
Nuclei_Texture_DifferenceEntropy_Actin_3_02_256,0.0,Nuclei,Texture,DifferenceEntropy,Actin,598
Nuclei_Texture_Correlation_Actin_3_03_256,0.0,Nuclei,Texture,Correlation,Actin,599
Nuclei_Intensity_StdIntensity_PM,0.0,Nuclei,Intensity,StdIntensity,PM,600
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,601
Cells_RadialDistribution_RadialCV_ER_2of4,0.0,Cells,RadialDistribution,RadialCV,ER,602
Nuclei_Texture_Correlation_Mitochondria_3_02_256,0.0,Nuclei,Texture,Correlation,Mitochondria,603
Cells_RadialDistribution_ZernikeMagnitude_Actin_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,604
Nuclei_Correlation_Correlation_ER_Hoechst,0.0,Nuclei,Correlation,Correlation,ER,605
Cells_AreaShape_Compactness,0.0,Cells,AreaShape,Compactness,,606
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,607
Nuclei_Texture_AngularSecondMoment_Actin_3_01_256,0.0,Nuclei,Texture,AngularSecondMoment,Actin,608
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,609
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,610
Cells_RadialDistribution_MeanFrac_Mitochondria_4of4,0.0,Cells,RadialDistribution,MeanFrac,Mitochondria,611
Cells_Correlation_Correlation_Hoechst_PM,0.0,Cells,Correlation,Correlation,Hoechst,612
Cells_AreaShape_Zernike_6_2,0.0,Cells,AreaShape,Zernike,6,613
Cells_RadialDistribution_ZernikeMagnitude_Actin_9_5,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,614
Cytoplasm_Texture_SumVariance_ER_3_01_256,0.0,Cytoplasm,Texture,SumVariance,ER,615
Nuclei_Correlation_Correlation_ER_Mitochondria,0.0,Nuclei,Correlation,Correlation,ER,616
Cytoplasm_Texture_InfoMeas2_Hoechst_3_00_256,0.0,Cytoplasm,Texture,InfoMeas2,Hoechst,617
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_7_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,618
Cytoplasm_RadialDistribution_RadialCV_PM_2of4,0.0,Cytoplasm,RadialDistribution,RadialCV,PM,619
Cells_Intensity_IntegratedIntensity_ER,0.0,Cells,Intensity,IntegratedIntensity,ER,620
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,621
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_6_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,622
Cytoplasm_Granularity_2_PM,0.0,Cytoplasm,Granularity,2,PM,623
Cells_Texture_Contrast_Hoechst_3_00_256,0.0,Cells,Texture,Contrast,Hoechst,624
Cytoplasm_Texture_InfoMeas1_Hoechst_3_01_256,0.0,Cytoplasm,Texture,InfoMeas1,Hoechst,625
Cytoplasm_Texture_Correlation_PM_3_01_256,0.0,Cytoplasm,Texture,Correlation,PM,626
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,627
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,628
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_4_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,629
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,630
Nuclei_Correlation_K_PM_ER,0.0,Nuclei,Correlation,K,PM,631
Nuclei_AreaShape_Zernike_4_2,0.0,Nuclei,AreaShape,Zernike,4,632
Cells_AreaShape_Zernike_8_0,0.0,Cells,AreaShape,Zernike,8,633
Cytoplasm_Intensity_MaxIntensityEdge_Actin,0.0,Cytoplasm,Intensity,MaxIntensityEdge,Actin,634
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,635
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,636
Cytoplasm_RadialDistribution_RadialCV_Hoechst_4of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Hoechst,637
Nuclei_AreaShape_Zernike_3_3,0.0,Nuclei,AreaShape,Zernike,3,638
Nuclei_Correlation_Correlation_Actin_Hoechst,0.0,Nuclei,Correlation,Correlation,Actin,639
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,640
Cells_RadialDistribution_ZernikeMagnitude_PM_8_6,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,641
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,642
Cytoplasm_Texture_DifferenceEntropy_Actin_3_03_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Actin,643
Cells_RadialDistribution_ZernikeMagnitude_Actin_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,644
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,645
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,646
Cells_RadialDistribution_MeanFrac_Mitochondria_3of4,0.0,Cells,RadialDistribution,MeanFrac,Mitochondria,647
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,648
Cytoplasm_Correlation_Manders_ER_Hoechst,0.0,Cytoplasm,Correlation,Manders,ER,649
Nuclei_Correlation_K_PM_Hoechst,0.0,Nuclei,Correlation,K,PM,650
Cells_RadialDistribution_MeanFrac_Actin_2of4,0.0,Cells,RadialDistribution,MeanFrac,Actin,651
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,652
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,653
Cytoplasm_Intensity_UpperQuartileIntensity_ER,0.0,Cytoplasm,Intensity,UpperQuartileIntensity,ER,654
Cells_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,Cells,RadialDistribution,MeanFrac,Hoechst,655
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,656
Nuclei_Texture_DifferenceVariance_PM_3_00_256,0.0,Nuclei,Texture,DifferenceVariance,PM,657
Cytoplasm_AreaShape_Zernike_4_0,0.0,Cytoplasm,AreaShape,Zernike,4,658
Nuclei_RadialDistribution_FracAtD_Mitochondria_2of4,0.0,Nuclei,RadialDistribution,FracAtD,Mitochondria,659
Cytoplasm_Texture_Correlation_Hoechst_3_02_256,0.0,Cytoplasm,Texture,Correlation,Hoechst,660
Cytoplasm_Correlation_Correlation_ER_Hoechst,0.0,Cytoplasm,Correlation,Correlation,ER,661
Nuclei_Texture_Correlation_ER_3_00_256,0.0,Nuclei,Texture,Correlation,ER,662
Cytoplasm_Texture_InfoMeas1_Actin_3_00_256,0.0,Cytoplasm,Texture,InfoMeas1,Actin,663
Nuclei_Neighbors_FirstClosestDistance_Adjacent,0.0,Nuclei,Neighbors,FirstClosestDistance,Adjacent,664
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_8,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,665
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_8,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,666
Nuclei_AreaShape_Zernike_7_7,0.0,Nuclei,AreaShape,Zernike,7,667
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,Cytoplasm,Texture,InfoMeas2,Mitochondria,668
Nuclei_Texture_Contrast_Actin_3_03_256,0.0,Nuclei,Texture,Contrast,Actin,669
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,670
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,671
Cytoplasm_Texture_DifferenceVariance_ER_3_00_256,0.0,Cytoplasm,Texture,DifferenceVariance,ER,672
Cytoplasm_RadialDistribution_RadialCV_PM_4of4,0.0,Cytoplasm,RadialDistribution,RadialCV,PM,673
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_7_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,674
